unique_id,id,rel_path,source,dataset_version,split,fps_src,n_frames_src,dur_src_s,target,event_frame,event_time_s,fps_embed,timing,weather,ego_involve,bins_10fps_50
C-TR-000031,000031,training/positive/000031.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000032,000032,training/positive/000032.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000033,000033,training/positive/000033.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000034,000034,training/positive/000034.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000035,000035,training/positive/000035.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000036,000036,training/positive/000036.mp4,DAD,20fps5s,val,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000037,000037,training/positive/000037.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000038,000038,training/positive/000038.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000039,000039,training/positive/000039.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000040,000040,training/positive/000040.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000041,000041,training/positive/000041.mp4,DAD,20fps5s,val,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000042,000042,training/positive/000042.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000043,000043,training/positive/000043.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000044,000044,training/positive/000044.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000045,000045,training/positive/000045.mp4,DAD,20fps5s,val,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000046,000046,training/positive/000046.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000047,000047,training/positive/000047.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000048,000048,training/positive/000048.mp4,DAD,20fps5s,val,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000049,000049,training/positive/000049.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000050,000050,training/positive/000050.mp4,DAD,20fps5s,val,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000051,000051,training/positive/000051.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000052,000052,training/positive/000052.mp4,DAD,20fps5s,val,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000053,000053,training/positive/000053.mp4,DAD,20fps5s,val,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000054,000054,training/positive/000054.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000055,000055,training/positive/000055.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000056,000056,training/positive/000056.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000057,000057,training/positive/000057.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000058,000058,training/positive/000058.mp4,DAD,20fps5s,val,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000059,000059,training/positive/000059.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000060,000060,training/positive/000060.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000061,000061,training/positive/000061.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000062,000062,training/positive/000062.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000063,000063,training/positive/000063.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000064,000064,training/positive/000064.mp4,DAD,20fps5s,val,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000065,000065,training/positive/000065.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000066,000066,training/positive/000066.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000067,000067,training/positive/000067.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000068,000068,training/positive/000068.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000069,000069,training/positive/000069.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000070,000070,training/positive/000070.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000071,000071,training/positive/000071.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000072,000072,training/positive/000072.mp4,DAD,20fps5s,val,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000073,000073,training/positive/000073.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000074,000074,training/positive/000074.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000075,000075,training/positive/000075.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000076,000076,training/positive/000076.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000077,000077,training/positive/000077.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000078,000078,training/positive/000078.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000079,000079,training/positive/000079.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000080,000080,training/positive/000080.mp4,DAD,20fps5s,val,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000081,000081,training/positive/000081.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000082,000082,training/positive/000082.mp4,DAD,20fps5s,val,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000083,000083,training/positive/000083.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000084,000084,training/positive/000084.mp4,DAD,20fps5s,val,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000085,000085,training/positive/000085.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000086,000086,training/positive/000086.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000087,000087,training/positive/000087.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000088,000088,training/positive/000088.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000089,000089,training/positive/000089.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000090,000090,training/positive/000090.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000091,000091,training/positive/000091.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000092,000092,training/positive/000092.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000093,000093,training/positive/000093.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000094,000094,training/positive/000094.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000095,000095,training/positive/000095.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000096,000096,training/positive/000096.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000097,000097,training/positive/000097.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000098,000098,training/positive/000098.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000099,000099,training/positive/000099.mp4,DAD,20fps5s,val,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000100,000100,training/positive/000100.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000101,000101,training/positive/000101.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000102,000102,training/positive/000102.mp4,DAD,20fps5s,val,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000103,000103,training/positive/000103.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000104,000104,training/positive/000104.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000105,000105,training/positive/000105.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000106,000106,training/positive/000106.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000107,000107,training/positive/000107.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000108,000108,training/positive/000108.mp4,DAD,20fps5s,val,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000109,000109,training/positive/000109.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000110,000110,training/positive/000110.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000111,000111,training/positive/000111.mp4,DAD,20fps5s,val,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000112,000112,training/positive/000112.mp4,DAD,20fps5s,val,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000113,000113,training/positive/000113.mp4,DAD,20fps5s,val,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000114,000114,training/positive/000114.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000115,000115,training/positive/000115.mp4,DAD,20fps5s,val,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000116,000116,training/positive/000116.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000117,000117,training/positive/000117.mp4,DAD,20fps5s,val,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000118,000118,training/positive/000118.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000119,000119,training/positive/000119.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000120,000120,training/positive/000120.mp4,DAD,20fps5s,val,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000121,000121,training/positive/000121.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000122,000122,training/positive/000122.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000123,000123,training/positive/000123.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000124,000124,training/positive/000124.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000125,000125,training/positive/000125.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000126,000126,training/positive/000126.mp4,DAD,20fps5s,val,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000127,000127,training/positive/000127.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000128,000128,training/positive/000128.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000129,000129,training/positive/000129.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000130,000130,training/positive/000130.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000131,000131,training/positive/000131.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000132,000132,training/positive/000132.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000133,000133,training/positive/000133.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000134,000134,training/positive/000134.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000135,000135,training/positive/000135.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000136,000136,training/positive/000136.mp4,DAD,20fps5s,val,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000137,000137,training/positive/000137.mp4,DAD,20fps5s,val,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000138,000138,training/positive/000138.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000139,000139,training/positive/000139.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000140,000140,training/positive/000140.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000141,000141,training/positive/000141.mp4,DAD,20fps5s,val,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000142,000142,training/positive/000142.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000143,000143,training/positive/000143.mp4,DAD,20fps5s,val,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000144,000144,training/positive/000144.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000145,000145,training/positive/000145.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000146,000146,training/positive/000146.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000147,000147,training/positive/000147.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000148,000148,training/positive/000148.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000149,000149,training/positive/000149.mp4,DAD,20fps5s,val,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000150,000150,training/positive/000150.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000151,000151,training/positive/000151.mp4,DAD,20fps5s,val,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000152,000152,training/positive/000152.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000153,000153,training/positive/000153.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000154,000154,training/positive/000154.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000155,000155,training/positive/000155.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000156,000156,training/positive/000156.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000157,000157,training/positive/000157.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000158,000158,training/positive/000158.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000159,000159,training/positive/000159.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000160,000160,training/positive/000160.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000161,000161,training/positive/000161.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000162,000162,training/positive/000162.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000163,000163,training/positive/000163.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000164,000164,training/positive/000164.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000165,000165,training/positive/000165.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000166,000166,training/positive/000166.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000167,000167,training/positive/000167.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000168,000168,training/positive/000168.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000169,000169,training/positive/000169.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000170,000170,training/positive/000170.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000171,000171,training/positive/000171.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000172,000172,training/positive/000172.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000173,000173,training/positive/000173.mp4,DAD,20fps5s,val,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000174,000174,training/positive/000174.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000175,000175,training/positive/000175.mp4,DAD,20fps5s,val,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000176,000176,training/positive/000176.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000177,000177,training/positive/000177.mp4,DAD,20fps5s,val,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000178,000178,training/positive/000178.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000179,000179,training/positive/000179.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000180,000180,training/positive/000180.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000181,000181,training/positive/000181.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000182,000182,training/positive/000182.mp4,DAD,20fps5s,val,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000183,000183,training/positive/000183.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000184,000184,training/positive/000184.mp4,DAD,20fps5s,val,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000185,000185,training/positive/000185.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000186,000186,training/positive/000186.mp4,DAD,20fps5s,val,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000187,000187,training/positive/000187.mp4,DAD,20fps5s,val,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000188,000188,training/positive/000188.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000189,000189,training/positive/000189.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000190,000190,training/positive/000190.mp4,DAD,20fps5s,val,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000191,000191,training/positive/000191.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000192,000192,training/positive/000192.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000193,000193,training/positive/000193.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000194,000194,training/positive/000194.mp4,DAD,20fps5s,val,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000195,000195,training/positive/000195.mp4,DAD,20fps5s,val,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000196,000196,training/positive/000196.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000197,000197,training/positive/000197.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000198,000198,training/positive/000198.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000199,000199,training/positive/000199.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000200,000200,training/positive/000200.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000201,000201,training/positive/000201.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000202,000202,training/positive/000202.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000203,000203,training/positive/000203.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000204,000204,training/positive/000204.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000205,000205,training/positive/000205.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000206,000206,training/positive/000206.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000207,000207,training/positive/000207.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000208,000208,training/positive/000208.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000209,000209,training/positive/000209.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000210,000210,training/positive/000210.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000211,000211,training/positive/000211.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000212,000212,training/positive/000212.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000213,000213,training/positive/000213.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000214,000214,training/positive/000214.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000215,000215,training/positive/000215.mp4,DAD,20fps5s,val,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000216,000216,training/positive/000216.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000217,000217,training/positive/000217.mp4,DAD,20fps5s,val,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000218,000218,training/positive/000218.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000219,000219,training/positive/000219.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000220,000220,training/positive/000220.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000221,000221,training/positive/000221.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000222,000222,training/positive/000222.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000223,000223,training/positive/000223.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000224,000224,training/positive/000224.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000225,000225,training/positive/000225.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000226,000226,training/positive/000226.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000227,000227,training/positive/000227.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000228,000228,training/positive/000228.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000229,000229,training/positive/000229.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000230,000230,training/positive/000230.mp4,DAD,20fps5s,val,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000231,000231,training/positive/000231.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000232,000232,training/positive/000232.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000233,000233,training/positive/000233.mp4,DAD,20fps5s,val,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000234,000234,training/positive/000234.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000235,000235,training/positive/000235.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000236,000236,training/positive/000236.mp4,DAD,20fps5s,val,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000237,000237,training/positive/000237.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
C-TR-000238,000238,training/positive/000238.mp4,DAD,20fps5s,train,20.000,100,5.000,1,,5.000,20,,,,
