id,time_of_event,time_of_alert,target
C-000451,3.2,,1
C-001477,3.1,,1
N-001590,,,0
N-001555,,,0
N-002708,,,0
N-002358,,,0
N-000846,,,0
N-002005,,,0
C-001141,3.6,,1
N-002297,,,0
C-000682,3.1,,1
C-001329,4.6,,1
N-000324,,,0
C-001168,4.1,,1
C-001496,4.5,,1
N-002025,,,0
C-000562,4.9,,1
C-000443,3.6,,1
N-000143,,,0
C-001468,4.5,,1
C-000249,3.0,,1
N-002501,,,0
C-000538,3.3,,1
C-000795,4.2,,1
N-002388,,,0
C-000351,4.0,,1
N-001025,,,0
C-001361,4.0,,1
N-002733,,,0
N-000388,,,0
N-000903,,,0
N-000931,,,0
N-002328,,,0
N-000474,,,0
C-000487,3.9,,1
C-001029,4.4,,1
N-001235,,,0
N-001524,,,0
N-001698,,,0
C-000825,4.4,,1
N-001666,,,0
N-002668,,,0
N-000483,,,0
N-001216,,,0
C-000309,3.9,,1
C-000260,3.6,,1
N-002527,,,0
N-002827,,,0
N-000020,,,0
C-000706,4.1,,1
N-000383,,,0
C-000130,3.2,,1
C-000325,4.2,,1
N-001955,,,0
N-001591,,,0
N-000882,,,0
C-001145,3.3,,1
N-002447,,,0
C-000230,3.6,,1
C-000271,4.3,,1
C-001082,3.2,,1
C-000969,3.2,,1
N-001488,,,0
C-000157,4.3,,1
N-000794,,,0
N-002878,,,0
N-002973,,,0
N-001912,,,0
C-001058,3.0,,1
N-000668,,,0
N-002931,,,0
N-001791,,,0
N-001761,,,0
N-001987,,,0
C-001197,3.0,,1
N-000297,,,0
N-000509,,,0
N-002446,,,0
N-002875,,,0
N-001314,,,0
N-000710,,,0
C-000084,4.2,,1
N-000994,,,0
C-000905,3.1,,1
C-000226,3.6,,1
N-001033,,,0
C-000138,3.9,,1
C-000766,4.2,,1
C-000395,3.2,,1
N-000062,,,0
N-000371,,,0
N-000464,,,0
C-000683,3.7,,1
N-001755,,,0
C-001345,3.2,,1
C-001336,3.3,,1
N-001538,,,0
C-001349,3.3,,1
N-001993,,,0
C-000884,3.0,,1
C-001419,4.6,,1
N-001719,,,0
N-000165,,,0
N-002217,,,0
C-001298,3.8,,1
N-002761,,,0
C-000449,4.5,,1
N-001291,,,0
C-001276,3.1,,1
N-000915,,,0
C-000423,4.1,,1
N-002581,,,0
C-000646,3.7,,1
C-001396,3.5,,1
C-000062,4.3,,1
N-001329,,,0
C-001169,3.0,,1
N-001927,,,0
N-002061,,,0
C-000918,3.4,,1
N-002409,,,0
C-001367,3.1,,1
N-000749,,,0
N-001612,,,0
N-000238,,,0
N-000515,,,0
N-002068,,,0
N-002984,,,0
N-001844,,,0
N-000057,,,0
N-001458,,,0
C-000232,3.0,,1
N-001503,,,0
N-001217,,,0
N-001348,,,0
C-001059,3.0,,1
N-000244,,,0
N-002285,,,0
C-000574,4.3,,1
N-000279,,,0
C-000083,3.5,,1
N-002303,,,0
N-001432,,,0
N-000680,,,0
C-001292,3.0,,1
N-000073,,,0
C-001065,3.5,,1
N-002014,,,0
N-001462,,,0
N-001386,,,0
N-001892,,,0
N-001617,,,0
N-002393,,,0
N-001992,,,0
N-000242,,,0
C-000173,3.0,,1
C-000296,4.4,,1
N-002342,,,0
N-000243,,,0
N-001546,,,0
N-002164,,,0
N-002407,,,0
C-000819,3.3,,1
C-000892,4.2,,1
N-002090,,,0
N-000626,,,0
N-002182,,,0
N-001018,,,0
N-001742,,,0
N-001896,,,0
C-000623,3.5,,1
N-002009,,,0
N-001029,,,0
N-001887,,,0
C-000983,4.7,,1
N-000750,,,0
C-001204,3.3,,1
N-001464,,,0
C-000553,3.6,,1
N-000137,,,0
N-001205,,,0
N-002843,,,0
C-001238,3.5,,1
N-001175,,,0
N-001804,,,0
N-000267,,,0
N-002264,,,0
N-001754,,,0
C-001062,4.8,,1
N-002618,,,0
C-000573,3.2,,1
N-000992,,,0
N-001193,,,0
C-000530,3.3,,1
N-000372,,,0
C-001180,3.9,,1
N-000369,,,0
N-000729,,,0
N-000859,,,0
C-000606,3.3,,1
C-001481,3.3,,1
C-001235,3.8,,1
N-001246,,,0
N-001153,,,0
N-001203,,,0
N-000411,,,0
C-001066,3.3,,1
N-000035,,,0
N-002805,,,0
N-002335,,,0
N-001869,,,0
N-000589,,,0
N-002344,,,0
C-000337,3.1,,1
N-000190,,,0
N-002796,,,0
N-002780,,,0
C-001253,4.2,,1
N-001210,,,0
C-001438,3.6,,1
N-000117,,,0
N-001345,,,0
N-000228,,,0
N-001430,,,0
C-000997,3.7,,1
N-000236,,,0
N-000103,,,0
N-002287,,,0
N-002884,,,0
C-000412,3.3,,1
N-001380,,,0
N-002149,,,0
N-002384,,,0
C-000812,3.0,,1
N-000080,,,0
N-001813,,,0
C-001232,3.1,,1
N-000074,,,0
C-000516,4.8,,1
N-002231,,,0
N-002739,,,0
C-000322,3.4,,1
N-001236,,,0
N-001204,,,0
C-000457,3.6,,1
C-000513,4.2,,1
N-001060,,,0
N-001328,,,0
C-001364,3.0,,1
N-002277,,,0
C-001317,3.2,,1
C-001042,3.8,,1
N-002137,,,0
N-002816,,,0
N-002150,,,0
N-002944,,,0
N-000756,,,0
N-000145,,,0
N-001061,,,0
N-002938,,,0
C-000164,4.3,,1
C-000789,4.7,,1
C-000548,3.5,,1
N-000776,,,0
N-002713,,,0
N-002719,,,0
C-000949,3.0,,1
N-000732,,,0
C-000834,3.0,,1
N-001331,,,0
N-001562,,,0
N-000166,,,0
N-000499,,,0
N-001599,,,0
N-002069,,,0
N-000558,,,0
C-001374,3.4,,1
N-001938,,,0
N-001173,,,0
N-002033,,,0
N-002120,,,0
N-001326,,,0
C-000978,4.5,,1
C-000936,4.2,,1
C-001283,4.4,,1
N-000126,,,0
N-001700,,,0
N-000593,,,0
C-001402,4.7,,1
N-000624,,,0
C-001407,3.7,,1
C-000933,3.0,,1
N-000614,,,0
N-002711,,,0
N-001045,,,0
N-002959,,,0
C-000195,3.0,,1
N-001465,,,0
N-002876,,,0
C-001256,3.4,,1
C-000086,3.0,,1
C-000863,3.3,,1
C-001009,4.5,,1
N-001108,,,0
N-000123,,,0
N-002720,,,0
N-000441,,,0
N-002902,,,0
C-000127,3.0,,1
N-000264,,,0
N-000568,,,0
N-001730,,,0
C-000596,3.3,,1
N-001084,,,0
C-000975,3.1,,1
C-000815,4.2,,1
N-000777,,,0
C-001262,3.6,,1
C-001215,3.4,,1
N-001747,,,0
N-001935,,,0
C-000064,3.9,,1
N-001578,,,0
C-000110,3.4,,1
C-001020,4.3,,1
N-002340,,,0
N-002933,,,0
N-001467,,,0
N-000497,,,0
C-001278,3.3,,1
N-002118,,,0
C-001456,3.2,,1
N-001529,,,0
N-002798,,,0
N-000257,,,0
N-002218,,,0
N-002235,,,0
N-000053,,,0
N-000216,,,0
N-002155,,,0
C-001050,3.8,,1
C-000895,3.8,,1
N-001785,,,0
C-000055,3.6,,1
N-001240,,,0
C-000124,3.5,,1
N-001886,,,0
N-001891,,,0
N-001158,,,0
N-002291,,,0
C-001011,4.5,,1
N-002549,,,0
C-001124,4.3,,1
C-000087,4.2,,1
N-000434,,,0
C-001494,4.7,,1
C-000021,3.1,,1
N-000023,,,0
N-002832,,,0
N-000851,,,0
N-000201,,,0
N-000917,,,0
N-000249,,,0
N-000233,,,0
N-001705,,,0
N-000955,,,0
N-001383,,,0
N-001592,,,0
N-000521,,,0
N-001350,,,0
N-001988,,,0
N-001708,,,0
N-000262,,,0
N-001160,,,0
N-001261,,,0
C-001207,3.6,,1
C-001226,3.2,,1
N-000625,,,0
C-000439,4.4,,1
C-000592,4.3,,1
C-000780,3.2,,1
C-000511,3.2,,1
N-000068,,,0
N-002394,,,0
C-000255,3.5,,1
C-000417,3.0,,1
C-001320,3.2,,1
N-001426,,,0
N-000078,,,0
N-001149,,,0
C-000393,3.6,,1
N-000138,,,0
N-002950,,,0
C-001075,3.0,,1
C-000803,3.6,,1
C-001375,3.2,,1
C-000591,3.6,,1
N-002926,,,0
N-001279,,,0
N-001212,,,0
N-001561,,,0
C-000386,4.8,,1
C-000741,4.8,,1
C-001239,3.8,,1
C-000897,3.5,,1
N-001631,,,0
C-000198,3.0,,1
N-002324,,,0
N-002326,,,0
C-000814,3.4,,1
C-001388,4.2,,1
N-001888,,,0
N-000942,,,0
N-002639,,,0
N-002822,,,0
N-001102,,,0
N-001969,,,0
C-000903,3.2,,1
N-000394,,,0
N-002186,,,0
N-000700,,,0
N-000293,,,0
C-001472,4.0,,1
C-000422,3.7,,1
N-001780,,,0
N-000108,,,0
C-001242,3.8,,1
N-002565,,,0
N-002488,,,0
N-000427,,,0
N-000728,,,0
C-000852,4.5,,1
N-002898,,,0
N-001856,,,0
C-000371,3.6,,1
N-000220,,,0
C-000728,3.2,,1
N-001265,,,0
N-000983,,,0
C-001205,4.5,,1
N-002715,,,0
N-001098,,,0
N-000033,,,0
C-000367,3.7,,1
C-000901,3.0,,1
N-000970,,,0
N-001032,,,0
N-002568,,,0
C-000632,3.8,,1
N-000706,,,0
C-000078,3.0,,1
N-001714,,,0
N-000967,,,0
C-000041,4.6,,1
N-000081,,,0
C-001490,3.3,,1
C-001401,3.6,,1
C-001476,3.4,,1
N-000398,,,0
N-001421,,,0
N-000919,,,0
N-002939,,,0
N-001762,,,0
C-000589,4.5,,1
C-000141,4.6,,1
N-000392,,,0
C-000060,3.1,,1
N-002490,,,0
N-002492,,,0
N-002575,,,0
C-000938,4.0,,1
N-002611,,,0
C-000225,3.0,,1
N-000993,,,0
N-002035,,,0
N-000781,,,0
C-000605,4.3,,1
N-002131,,,0
C-000147,4.8,,1
N-001105,,,0
C-001131,3.4,,1
C-001001,4.8,,1
N-000418,,,0
C-000650,3.8,,1
N-002553,,,0
N-002104,,,0
N-001749,,,0
C-000126,3.0,,1
C-000552,4.3,,1
N-000199,,,0
C-001285,3.8,,1
N-000751,,,0
C-000303,3.7,,1
N-000107,,,0
N-001574,,,0
N-001621,,,0
C-000144,3.4,,1
N-000077,,,0
N-002526,,,0
N-000507,,,0
C-000601,3.5,,1
C-000675,3.6,,1
N-000640,,,0
N-001814,,,0
N-000352,,,0
C-001159,3.9,,1
N-001773,,,0
N-002497,,,0
N-001751,,,0
C-001015,4.4,,1
N-002230,,,0
C-000637,3.3,,1
N-000281,,,0
N-002181,,,0
N-001677,,,0
C-001189,3.9,,1
N-002772,,,0
N-002144,,,0
C-000807,3.1,,1
N-000096,,,0
N-002870,,,0
N-002147,,,0
N-002580,,,0
C-001188,4.6,,1
C-001342,4.2,,1
N-000355,,,0
N-000433,,,0
N-001676,,,0
N-002093,,,0
C-000769,3.2,,1
C-000155,4.0,,1
C-000233,4.2,,1
N-001879,,,0
N-000467,,,0
C-000030,3.4,,1
N-002800,,,0
N-001067,,,0
N-002552,,,0
N-001748,,,0
C-001149,3.9,,1
N-001455,,,0
C-000740,3.2,,1
C-000754,4.6,,1
N-000986,,,0
N-001133,,,0
N-000974,,,0
N-001919,,,0
C-000813,4.4,,1
C-001157,3.4,,1
N-001999,,,0
C-000193,3.0,,1
N-001474,,,0
C-001498,4.7,,1
N-001309,,,0
N-000987,,,0
C-000558,3.9,,1
N-001878,,,0
N-002251,,,0
N-002470,,,0
N-000979,,,0
N-002904,,,0
C-000298,4.9,,1
N-000348,,,0
N-000229,,,0
C-000133,3.6,,1
N-000412,,,0
N-002695,,,0
N-000013,,,0
C-000504,3.8,,1
C-000727,4.2,,1
N-000641,,,0
N-000748,,,0
N-001564,,,0
N-001725,,,0
N-002024,,,0
C-001429,4.6,,1
N-000531,,,0
N-000314,,,0
N-001341,,,0
N-000503,,,0
N-000988,,,0
N-000791,,,0
N-001982,,,0
N-002908,,,0
N-001359,,,0
C-001088,4.6,,1
C-000044,3.4,,1
C-000448,4.9,,1
N-000502,,,0
N-001295,,,0
C-001303,3.4,,1
N-000975,,,0
N-002684,,,0
N-001928,,,0
N-001937,,,0
C-000037,3.4,,1
N-000288,,,0
C-000787,4.3,,1
N-000012,,,0
C-001206,3.1,,1
N-002180,,,0
N-002386,,,0
C-000095,3.4,,1
N-001513,,,0
C-001194,4.2,,1
C-001469,3.5,,1
N-002065,,,0
C-000622,4.6,,1
N-002080,,,0
C-001069,3.1,,1
N-000335,,,0
N-001586,,,0
N-001369,,,0
N-000580,,,0
C-001090,4.9,,1
N-000597,,,0
N-001720,,,0
N-002691,,,0
N-001865,,,0
N-000120,,,0
N-001469,,,0
N-002541,,,0
N-001366,,,0
C-000677,3.8,,1
N-000422,,,0
C-000927,3.0,,1
N-000176,,,0
C-000718,4.6,,1
C-000447,4.7,,1
C-001480,4.5,,1
N-002505,,,0
C-001339,4.6,,1
C-000341,3.8,,1
N-000072,,,0
N-002539,,,0
N-002815,,,0
N-002427,,,0
C-001104,3.7,,1
C-000323,3.0,,1
N-001058,,,0
N-000870,,,0
N-002894,,,0
N-001144,,,0
C-000692,3.2,,1
N-000100,,,0
N-002593,,,0
N-002905,,,0
N-002916,,,0
N-000204,,,0
N-002601,,,0
N-001877,,,0
C-000111,3.4,,1
N-000685,,,0
N-001122,,,0
N-001393,,,0
C-000151,3.6,,1
C-000216,3.0,,1
N-000488,,,0
N-002401,,,0
N-002913,,,0
N-000543,,,0
C-001373,3.0,,1
N-002460,,,0
N-002115,,,0
N-002623,,,0
N-000402,,,0
N-000349,,,0
N-000822,,,0
C-001228,4.0,,1
N-000827,,,0
N-001090,,,0
N-001594,,,0
N-002094,,,0
N-002420,,,0
N-002268,,,0
N-000736,,,0
N-001655,,,0
N-001942,,,0
N-002430,,,0
N-001967,,,0
N-001490,,,0
N-001653,,,0
C-001190,3.2,,1
N-001498,,,0
C-000522,3.8,,1
N-002102,,,0
N-002681,,,0
C-000985,3.8,,1
N-001065,,,0
N-000829,,,0
N-000261,,,0
N-001312,,,0
C-000959,3.4,,1
C-001449,3.7,,1
N-002471,,,0
N-002883,,,0
C-000664,4.1,,1
N-002428,,,0
N-001580,,,0
N-002935,,,0
N-000662,,,0
N-001187,,,0
C-001025,3.8,,1
N-000208,,,0
N-002817,,,0
C-000739,3.0,,1
N-000510,,,0
N-002468,,,0
N-000891,,,0
N-002706,,,0
C-000489,4.6,,1
N-001256,,,0
N-001746,,,0
C-001041,3.2,,1
N-000889,,,0
N-000266,,,0
N-002790,,,0
C-001019,4.1,,1
N-002418,,,0
N-000083,,,0
C-000234,3.1,,1
C-000102,3.7,,1
C-000843,3.2,,1
N-000420,,,0
N-001367,,,0
N-000645,,,0
N-000875,,,0
N-000601,,,0
N-001764,,,0
N-001974,,,0
N-001723,,,0
N-001664,,,0
N-002810,,,0
N-000332,,,0
N-001859,,,0
C-001391,4.0,,1
N-002329,,,0
N-001680,,,0
C-000612,4.9,,1
C-001034,4.0,,1
C-000185,3.0,,1
N-001975,,,0
C-001387,3.8,,1
N-002801,,,0
C-000588,4.1,,1
C-000122,3.0,,1
C-000215,3.0,,1
C-000837,3.0,,1
C-000600,4.6,,1
N-001853,,,0
C-000250,3.5,,1
C-000485,4.2,,1
N-000105,,,0
C-000004,4.1,,1
C-000550,4.4,,1
C-001385,3.8,,1
N-001006,,,0
N-001340,,,0
C-000779,3.3,,1
N-002123,,,0
C-000458,4.4,,1
C-001116,4.8,,1
N-002951,,,0
N-002819,,,0
C-000966,4.6,,1
N-001047,,,0
N-000384,,,0
N-001824,,,0
N-002899,,,0
N-002771,,,0
C-000665,4.6,,1
N-000537,,,0
N-001477,,,0
N-000635,,,0
N-002479,,,0
N-001872,,,0
N-000516,,,0
N-000135,,,0
N-002903,,,0
C-001174,4.6,,1
C-000873,3.2,,1
N-000476,,,0
C-000428,3.7,,1
N-000632,,,0
N-002987,,,0
C-000013,4.5,,1
N-001990,,,0
C-000788,3.6,,1
C-000265,3.7,,1
N-001613,,,0
N-002390,,,0
N-001166,,,0
N-001440,,,0
C-000520,4.5,,1
C-001102,4.7,,1
N-000771,,,0
N-002844,,,0
N-000977,,,0
N-001447,,,0
N-001082,,,0
C-000452,4.2,,1
N-002994,,,0
N-001046,,,0
N-000743,,,0
N-001884,,,0
C-001039,3.7,,1
N-000629,,,0
N-000934,,,0
C-000129,4.0,,1
C-000881,3.3,,1
N-002993,,,0
C-000455,4.6,,1
C-000708,3.3,,1
N-001284,,,0
C-000160,3.9,,1
C-001323,4.0,,1
N-000049,,,0
C-000118,4.6,,1
N-001388,,,0
C-000593,3.5,,1
N-001481,,,0
C-000161,3.2,,1
N-002085,,,0
N-001798,,,0
N-001644,,,0
C-000031,3.2,,1
C-000495,3.9,,1
N-000491,,,0
N-001068,,,0
N-002359,,,0
N-001337,,,0
C-000467,4.7,,1
C-000464,3.7,,1
C-000159,3.2,,1
N-000529,,,0
N-002232,,,0
C-000081,3.0,,1
C-001444,3.0,,1
C-001259,3.5,,1
C-000542,4.9,,1
N-002280,,,0
N-002955,,,0
C-000125,3.5,,1
N-002320,,,0
C-001366,3.0,,1
N-002212,,,0
C-000609,3.1,,1
C-001455,3.5,,1
N-001157,,,0
C-000804,3.0,,1
C-000604,3.4,,1
C-001129,3.0,,1
C-001430,3.0,,1
N-000990,,,0
C-001153,4.9,,1
N-002636,,,0
N-000721,,,0
C-001389,4.2,,1
N-002167,,,0
N-001972,,,0
N-001148,,,0
N-001452,,,0
N-001660,,,0
C-000442,4.6,,1
N-002224,,,0
N-002667,,,0
N-001353,,,0
N-002450,,,0
N-002906,,,0
N-002485,,,0
N-000235,,,0
N-000765,,,0
N-002006,,,0
N-002092,,,0
C-001027,4.2,,1
N-000564,,,0
N-001035,,,0
N-000330,,,0
C-001432,4.5,,1
N-000595,,,0
C-000543,3.9,,1
N-001584,,,0
N-001662,,,0
N-002243,,,0
N-001642,,,0
C-000782,3.2,,1
N-002395,,,0
N-002323,,,0
C-001051,3.1,,1
N-000066,,,0
N-002138,,,0
N-002487,,,0
N-001482,,,0
N-001995,,,0
C-000194,3.0,,1
N-001541,,,0
C-001381,3.2,,1
N-002661,,,0
C-000238,4.2,,1
C-001046,4.2,,1
C-000869,4.3,,1
N-001021,,,0
N-001275,,,0
N-002411,,,0
N-000563,,,0
N-002880,,,0
C-000794,3.8,,1
N-002859,,,0
N-001044,,,0
C-000619,3.3,,1
C-000758,4.7,,1
C-000188,3.0,,1
C-000777,3.9,,1
N-001998,,,0
N-002330,,,0
C-000498,4.1,,1
N-002642,,,0
N-002765,,,0
C-001359,4.2,,1
N-001237,,,0
N-000569,,,0
N-000890,,,0
C-000204,3.0,,1
C-001128,3.0,,1
N-001221,,,0
N-002996,,,0
N-000022,,,0
N-001308,,,0
N-002132,,,0
C-001077,4.5,,1
N-000512,,,0
C-001426,3.6,,1
N-000799,,,0
C-000463,3.0,,1
N-000793,,,0
N-002365,,,0
N-000805,,,0
N-001554,,,0
N-000861,,,0
N-001491,,,0
N-002272,,,0
N-002248,,,0
N-000289,,,0
C-000089,3.3,,1
C-000387,3.0,,1
C-000917,3.6,,1
N-000553,,,0
N-000737,,,0
C-001156,3.0,,1
C-000760,4.9,,1
C-001308,3.1,,1
C-001325,3.0,,1
C-000551,4.8,,1
N-002034,,,0
C-000924,3.0,,1
C-001368,3.8,,1
N-001435,,,0
C-000541,3.0,,1
N-000308,,,0
C-000508,4.3,,1
C-001067,4.1,,1
N-001673,,,0
N-000541,,,0
N-000048,,,0
N-002233,,,0
N-002785,,,0
C-001084,3.7,,1
C-000051,4.4,,1
C-000134,3.2,,1
N-001595,,,0
N-002121,,,0
N-000873,,,0
N-001831,,,0
N-001076,,,0
N-000963,,,0
N-002807,,,0
N-002047,,,0
N-002743,,,0
N-002622,,,0
C-001095,3.3,,1
N-001171,,,0
C-001263,4.1,,1
C-000890,3.0,,1
N-002079,,,0
N-002941,,,0
N-002226,,,0
N-002031,,,0
N-002204,,,0
N-002449,,,0
C-001022,3.0,,1
N-000469,,,0
N-001479,,,0
N-002396,,,0
C-000587,3.9,,1
N-000095,,,0
N-001668,,,0
N-001860,,,0
N-001511,,,0
N-001743,,,0
C-000816,3.1,,1
N-000910,,,0
N-002599,,,0
N-000060,,,0
N-000898,,,0
N-002508,,,0
C-000054,3.7,,1
C-000930,3.5,,1
N-000609,,,0
N-000545,,,0
N-002697,,,0
N-002793,,,0
C-000564,4.8,,1
N-000056,,,0
C-000738,3.5,,1
N-002315,,,0
C-000091,4.2,,1
N-000410,,,0
N-001864,,,0
N-000414,,,0
N-000808,,,0
N-001989,,,0
N-002679,,,0
C-000205,3.0,,1
N-000647,,,0
C-001293,4.2,,1
C-000363,3.3,,1
N-002177,,,0
N-000506,,,0
N-002595,,,0
N-000115,,,0
N-000428,,,0
C-000043,3.6,,1
N-000093,,,0
N-000884,,,0
N-001601,,,0
C-000113,3.0,,1
C-000688,3.8,,1
C-000635,4.1,,1
C-000263,3.0,,1
N-000036,,,0
N-001198,,,0
C-000316,4.6,,1
C-000945,3.0,,1
N-002542,,,0
C-000148,3.2,,1
C-001245,3.4,,1
N-002044,,,0
C-000725,3.1,,1
N-000443,,,0
N-002027,,,0
C-000136,3.5,,1
C-001463,3.0,,1
N-001034,,,0
N-001179,,,0
C-000413,3.5,,1
N-001211,,,0
N-000318,,,0
C-000989,3.6,,1
C-000981,3.0,,1
N-002613,,,0
N-001104,,,0
N-002645,,,0
N-002823,,,0
N-001155,,,0
C-000490,4.4,,1
N-001552,,,0
N-002350,,,0
N-000079,,,0
N-000351,,,0
C-001201,3.7,,1
N-001522,,,0
N-001389,,,0
N-000435,,,0
N-000450,,,0
N-001753,,,0
N-000399,,,0
N-000477,,,0
N-000003,,,0
N-000505,,,0
C-000305,4.8,,1
N-002257,,,0
N-002511,,,0
N-002159,,,0
N-001697,,,0
N-000170,,,0
N-002932,,,0
N-000129,,,0
C-000093,3.2,,1
N-000687,,,0
N-002498,,,0
C-000778,4.3,,1
N-001346,,,0
N-002095,,,0
C-001161,3.4,,1
C-000710,4.9,,1
C-001092,4.4,,1
N-000784,,,0
N-002799,,,0
N-000779,,,0
C-000887,4.0,,1
N-000092,,,0
C-001110,3.4,,1
C-000077,4.4,,1
N-002357,,,0
C-000235,3.1,,1
N-000212,,,0
N-002756,,,0
N-001127,,,0
N-002983,,,0
N-000272,,,0
N-000151,,,0
N-001089,,,0
N-001241,,,0
C-001118,4.2,,1
C-000568,4.6,,1
C-000172,3.0,,1
N-001915,,,0
N-002455,,,0
N-000956,,,0
N-001548,,,0
N-000525,,,0
C-000770,3.3,,1
N-002721,,,0
C-000005,3.0,,1
C-000040,3.1,,1
N-002694,,,0
N-000792,,,0
C-001270,4.6,,1
C-000743,3.2,,1
N-002310,,,0
N-001796,,,0
N-000953,,,0
N-002134,,,0
N-002655,,,0
C-000453,3.1,,1
N-001823,,,0
C-000175,3.0,,1
N-000671,,,0
N-002693,,,0
C-000035,4.8,,1
N-002683,,,0
N-001559,,,0
C-001004,3.1,,1
N-000362,,,0
N-002156,,,0
C-000258,4.5,,1
N-002054,,,0
N-000535,,,0
N-002567,,,0
N-003000,,,0
N-001381,,,0
N-001304,,,0
N-002710,,,0
N-002718,,,0
N-001178,,,0
N-001208,,,0
N-001303,,,0
N-000723,,,0
N-000475,,,0
N-002101,,,0
N-001575,,,0
N-001531,,,0
N-000816,,,0
C-001330,3.0,,1
N-002171,,,0
N-000385,,,0
C-000203,3.0,,1
N-001573,,,0
N-000997,,,0
N-002399,,,0
N-000482,,,0
N-002529,,,0
N-002084,,,0
C-001264,4.0,,1
N-002836,,,0
C-001126,3.6,,1
C-000801,3.3,,1
N-001800,,,0
C-001353,3.8,,1
C-000099,3.4,,1
N-000865,,,0
N-001848,,,0
N-000847,,,0
N-000911,,,0
N-000254,,,0
C-000768,3.5,,1
N-001121,,,0
N-002119,,,0
C-001411,4.7,,1
N-000005,,,0
C-000461,3.1,,1
N-001894,,,0
N-000113,,,0
C-000599,3.8,,1
N-001837,,,0
N-001181,,,0
N-002383,,,0
N-002615,,,0
N-001959,,,0
N-000118,,,0
N-002170,,,0
N-000542,,,0
N-001433,,,0
C-000991,4.1,,1
N-000656,,,0
C-000433,3.6,,1
N-001571,,,0
N-001521,,,0
N-002909,,,0
N-002477,,,0
N-002346,,,0
C-000528,3.1,,1
C-001114,3.8,,1
N-000027,,,0
N-001398,,,0
N-002703,,,0
N-001581,,,0
N-000174,,,0
N-002669,,,0
C-001048,4.4,,1
C-000456,4.7,,1
N-000982,,,0
N-000290,,,0
C-001399,3.5,,1
N-002609,,,0
N-002612,,,0
N-001825,,,0
C-001013,4.2,,1
N-000688,,,0
N-001881,,,0
N-000823,,,0
C-000636,4.3,,1
C-001216,4.9,,1
N-000906,,,0
C-000845,3.6,,1
N-002122,,,0
N-001336,,,0
N-001958,,,0
N-002187,,,0
N-000797,,,0
C-001244,4.3,,1
N-000142,,,0
N-000834,,,0
N-000639,,,0
N-002759,,,0
C-000244,4.4,,1
N-000684,,,0
N-000973,,,0
N-001835,,,0
N-002175,,,0
N-002486,,,0
N-000039,,,0
N-001002,,,0
C-001210,3.5,,1
N-002046,,,0
C-000262,3.8,,1
N-000046,,,0
N-002368,,,0
C-001030,4.9,,1
N-000065,,,0
C-001147,3.1,,1
N-000310,,,0
N-001840,,,0
C-000784,3.3,,1
N-002010,,,0
C-000922,3.1,,1
C-000158,4.1,,1
N-002059,,,0
C-000301,4.4,,1
N-001260,,,0
N-002893,,,0
N-001313,,,0
N-000775,,,0
N-002738,,,0
